Keyword	username	date	retweets	text	hashtags	id
Downy Mildew	SallyBryan0	3/26/2016 7:21	0	Busy Lizzies make a comeback after downy mildew outbreak - Bedding Busy Lizzies are making a comeback – just ye... http:// ow.ly/3cQV8Q		7.13612E+17
Downy Mildew	AgAnnex	3/7/2016 14:45	0	Attn Hop Producers: Hop rhizomes needed for @UofGResearch project. Is downy mildew present? -> http:// ow.ly/Z9QPy Via @ONspecialtycrop		7.06838E+17
Downy Mildew	WDCGardener	4/18/2016 18:04	0	Garden tip of the day: To combat downy mildew in basil select varieties that are less susceptible to it like Thai and Lemon Basil. #gardendc	#gardendc	7.22093E+17
Downy Mildew	juanmuriango	6/14/2016 19:48	0	A new gardening plague: aquilegia downy mildew http:// dlvr.it/LYmw2H		7.42776E+17
Downy Mildew	TommyTonsberg	3/16/2016 10:59	0	@zinniagd Oh no. I have heard about the downy mildew , hope it is not that!		7.10043E+17
Downy Mildew	BBRO_research	6/3/2016 17:11	5	First signs of downy mildew at Swaffham Prior, Cambridgeshire. Please keep us informed of signs elsewhere #sugarbeet pic.twitter.com/dlOgmkxdL0	#sugarbeet	7.3875E+17
Downy Mildew	BOULLETP	5/23/2016 5:14	0	WEATHER WARNING : downy mildew conditions have been reached pic.twitter.com/TdKjZOsx3J		7.34583E+17
Downy Mildew	Nick_Leone	3/30/2016 2:22	0	New Race of Downy Mildew in Spinach Named Pfs: 16 http:// ift.tt/22ZAA5d		7.14971E+17
Downy Mildew	WoodwardDuncan	6/18/2016 0:15	0	Seeing a lot of downy mildew breaking out in spring bean crops....and my broad beans at home! pic.twitter.com/jHKR9k1OMQ		7.4393E+17
Downy Mildew	sergi_jennifer	6/1/2016 6:28	0	@ustourist was downy mildew at all.YOU have been right from the beginning its a insect she said she thinks she has to do a culture but		7.37863E+17
Downy Mildew	meminem11	4/21/2016 16:27	4	Downy mildew spikes found in Wisconsin! Keep an eye out! pic.twitter.com/anoRnSwR33		7.23156E+17
Downy Mildew	ajanegevens	5/16/2016 16:02	1	UWEX Veg Crop Updates #7: late blight, cucurbit downy mildew , potato rhizoctonia management updates - and new... http:// fb.me/7ZR0p1x3R	#7	7.3221E+17
Downy Mildew	TreesPayne	6/22/2016 17:54	0	@papaver love love love blousy trailing ones Not so keen on little 'carpet' bedding ones-not as lovely as Busy Lizzies (pre downy mildew )		7.45646E+17
Downy Mildew	farmerfred	5/7/2016 22:18	0	@ciceroCVI check the disease links at this site, especially downy mildew . http://www. ipm.ucdavis.edu/PMG/GARDEN/VEG ES/onions.html …		7.29043E+17
Downy Mildew	ustourist	6/1/2016 16:25	0	@sergi_jennifer of downy mildew in houseplants.		7.38014E+17
Downy Mildew	IsaacT0dd	3/26/2016 7:54	0	Busy Lizzies make a comeback after downy mildew outbreak - Bedding Busy Lizzies are making a comeback – just ye... http:// ow.ly/3cQX59		7.1362E+17
Downy Mildew	LenGunGardens	6/15/2016 0:54	0	#gardenchat A new gardening plague: aquilegia downy mildew : With a strange weather divide across the country ... http:// bit.ly/24Pmang	#gardenchat	7.42853E+17
Downy Mildew	UTPlantDoc	3/17/2016 2:56	3	Basil downy mildew is active on the Gulf Coast. https://www. facebook.com/AAES.OHRC/?fre f=ts … pic.twitter.com/Lh6HbYawBi		7.10284E+17
Downy Mildew	thesavvyage	6/4/2016 19:20	0	Downy Mildew Fungus Continues To Infect #gardens > Impatiens & Vegetables http:// ow.ly/pR8q300QrUf #diy #flowers #msu	#gardens #diy #flowers #msu	7.39145E+17
Downy Mildew	cmossperennials	5/27/2016 18:33	0	Information about aquilegia downy mildew here http://www. touchwoodplants.co.uk/aquilegiaseed. htm … @Green_Gould		7.36234E+17
Downy Mildew	cmossperennials	5/28/2016 22:18	0	But seriously, @hpscmr , how far has aquilegia downy mildew spread? Is there hope? Is it transferable by seed?		7.36653E+17
Downy Mildew	1723vineyards	6/13/2016 12:10	0	Early morning preventative spray for botrytis an downy mildew pic.twitter.com/UHObRIUoL1		7.42298E+17
Downy Mildew	SyngentaUS	6/4/2016 15:05	1	Don’t let downy mildew knock down #sunflowers : http:// bit.ly/20VmsI3 #Agronomy	#sunflowers #Agronomy	7.39081E+17
Downy Mildew	thesavvyage	6/4/2016 2:01	0	Downy Mildew Fungus Continues To Infect #gardens > Impatiens and Vegetables http:// ow.ly/pR8q300QrUf #diy #flowers	#gardens #diy #flowers	7.38883E+17
Downy Mildew	brownfield	5/6/2016 22:13	2	MSU will lead downy mildew research - http:// bfnews.co/24CfKd0 @CANRatMSU @MSUAgBio @MSUExtension @MHausbeck		7.28679E+17
Downy Mildew	2blades	6/17/2016 20:00	0	Struggling with downy mildew of spinach in Spain http://www. freshplaza.com/article/159429 /Spanish-spinach-production-threatened-by-mildew#.V2Q6oCilTnU.twitter …	#	7.43866E+17
Downy Mildew	FlowersQLD	6/3/2016 23:35	0	Protecting sunflowers against downy mildew http:// fb.me/186LEaFJx		7.38847E+17
Downy Mildew	toastradio	5/7/2016 22:20	0	Them That Dream by Downy Mildew #nowplaying Listen live: http:// toastradio.com/np/FB11E557780 F29D8 …	#nowplaying	7.29043E+17
Downy Mildew	DiploMix	5/12/2016 18:57	0	#businessfrance @BF_agrofoodeq : Michigan Researcher Leads $2.3-Million Grant To Combat Downy Mildew In Vegetables https:// goo.gl/rnDZjb	#businessfrance	7.30804E+17
Downy Mildew	AHDB_Hort	5/25/2016 12:01	2	Information poster: Dealing with disease resistance to control impatiens downy mildew http:// horticulture.ahdb.org.uk/publication/de aling-disease-resistance-control-impatiens-downy-mildew … pic.twitter.com/9yyFafuI0F		7.3541E+17
Downy Mildew	TrevorMckenzi3	3/26/2016 7:04	0	Busy Lizzies make a comeback after downy mildew outbreak - Bedding Busy Lizzies are making a comeback – just ye... http:// ow.ly/3cQU8z		7.13608E+17
Downy Mildew	FarmersWeekly	6/28/2016 13:50	5	Warning of high levels of chocolate spot in winter beans, with downy mildew evident in spring pulses #clubhectare http:// bit.ly/28ZZijG	#clubhectare	7.47759E+17
Downy Mildew	eViti_en	4/26/2016 17:31	1	How downy mildew overwinters and infects the vines? http:// ow.ly/101T9S #pests #fungus #vineyard #grapevines	#pests #fungus #vineyard #grapevines	7.24984E+17
Downy Mildew	thymesquad	6/14/2016 22:28	0	A new gardening plague: aquilegia downy mildew http:// bit.ly/28CrGOH #gardening	#gardening	7.42816E+17
Downy Mildew	BOULLETP	5/31/2016 1:25	0	WEATHER WARNING : downy mildew conditions have been reached pic.twitter.com/uzgSsOXSx0		7.37425E+17
Downy Mildew	CoryW0ng	3/26/2016 7:55	0	Busy Lizzies make a comeback after downy mildew outbreak - Bedding Busy Lizzies are making a comeback – just ye... http:// ow.ly/3cQX7n		7.1362E+17
Downy Mildew	imadethatmyself	6/14/2016 21:33	0	A new gardening plague: aquilegia downy mildew : http:// bit.ly/1US2Ccb		7.42802E+17
Downy Mildew	meteostationsb	6/2/2016 16:53	0	AVVISO METEO : downy mildew conditions have been reached		7.38383E+17
Downy Mildew	LauraVanEerd	6/1/2016 4:28	3	Grow cucumbers? Downy mildew control options. Thx Elaine @Vegetables_Inc https:// onvegetables.com/2016/05/27/201 6-downy-mildew-control-strategy-for-cucumber-crops/ …		7.37833E+17
Downy Mildew	GHWeather	3/6/2016 11:41	0	WEATHER WARNING : downy mildew conditions have been reached		7.06429E+17
Downy Mildew	SFP_France	6/14/2016 0:22	6	Nice to see that @PhytopathologyJ has chosen a picture from @Paco_Delmotte with grape downy mildew as header photo pic.twitter.com/jIKP3ZyYaF		7.42482E+17
Downy Mildew	growbradford	6/15/2016 14:01	0	A new gardening plague: aquilegia downy mildew | via @TeleGardening http://www. telegraph.co.uk/gardening/prob lem-solving/a-new-gardening-plague-aquilegia-downy-mildew/?utm_source=dlvr.it&utm_medium=twitter …		7.43051E+17
Downy Mildew	hiasilrdne	3/11/2016 2:29	0	#EurekaMag Downy mildew of cucurbits (Pseudoperonospora cubensis): the fungus and its hosts, distribution,… http:// dlvr.it/KlSRbr	#EurekaMag	7.08103E+17
Downy Mildew	OhioVeggieDoc	6/23/2016 17:32	3	No reports of cucurbit downy mildew in the Great Lakes region yet in 2016. https:// twitter.com/QuesadaLabNCSU /status/745963858943184896 …		7.46003E+17
Downy Mildew	jennifer_bci	6/14/2016 18:26	0	MSU researchers will be leading a $2.3M project to develop methods to manage downy mildew http:// hubs.ly/H03k62M0 pic.twitter.com/DztXGjHu4b		7.42755E+17
Downy Mildew	Michael_Luna0	3/26/2016 7:35	0	Busy Lizzies make a comeback after downy mildew outbreak - Bedding Busy Lizzies are making a comeback – just ye... http:// ow.ly/3cQW6L		7.13615E+17
Downy Mildew	plantgenome	3/18/2016 20:44	0	Transcriptome & small RNAome dynamics during a resistant & susceptible interaction between #cucumber & downy mildew https:// goo.gl/6TEbSU	#cucumber	7.10915E+17
Downy Mildew	EurekaMag	3/11/2016 1:52	10	#EurekaMag Downy mildew of cucurbits (Pseudoperonospora cubensis): the fungus and its hosts, distribution,… http:// dlvr.it/KlRlJH	#EurekaMag	7.08093E+17
Downy Mildew	AHDB_Hort	5/13/2016 10:53	0	Science Into Practice - Controlling downy mildew via @hortweek feat AHDB project PO 011b http://www. hortweek.com/article/1392740 http:// horticulture.ahdb.org.uk/project/monito ring-metalaxyl-m-sensitivity-downy-mildew-infection-impatiens …		7.31045E+17
Downy Mildew	SurvivalPlanKit	6/14/2016 20:38	0	A new gardening plague: aquilegia downy mildew : With a strange weather divide across the country early this m... http:// bit.ly/260G3dt		7.42788E+17
Downy Mildew	dallaspiscopo	4/8/2016 0:24	0	@HobbyHydro @nicolecotroneo @brightfarms #hydrospinach strikes me as viable alternative to supplement demand when downy mildew is unstopable	#hydrospinach	7.18203E+17
Downy Mildew	GreatLakesHops	4/2/2016 14:12	0	Grower note #2 on Downy mildew control for yards with a history of DM: On a March 24 timeline post we suggested... http:// fb.me/2yJ7XKMfI	#2	7.16237E+17
Downy Mildew	bluedogagCQ	3/9/2016 5:42	3	US friends have clearfield, downy mildew & sulfentrazone resistant hybrid options. Jealous @sunflowerfarmer #ASGC16 pic.twitter.com/d3wBvQdkkY	#ASGC16	7.07426E+17
Downy Mildew	WakullaExt	5/25/2016 14:00	0	Cucurbit downy mildew is attacking the yellow crooked-neck squash in the UF/IFAS Wakulla Master Gardener... http:// fb.me/Hq4Tfuz7		7.3544E+17
Downy Mildew	Does_Maria	5/28/2016 14:35	0	http:// About.com :Garden: Downy Mildew - a Problem for Impatiens Plants http:// ow.ly/BVEV500M7hB		7.36536E+17
Downy Mildew	EasyGrowGarden	6/14/2016 20:29	0	A new gardening plague: aquilegia downy mildew http:// bit.ly/1YpkosV		7.42786E+17
Downy Mildew	ashparri	3/24/2016 19:19	0	New race of downy mildew identified		7.13068E+17
Downy Mildew	eViti_en	4/4/2016 18:50	0	How downy mildew overwinters and infects the vines? http:// ow.ly/101T9S #pests #fungus #vineyard #grapevines pic.twitter.com/F1ON6w7VhG	#pests #fungus #vineyard #grapevines	7.17032E+17
