username;date;retweets;text;hashtags;id;AgriTweet;Category
WightGemstone;4/27/2016 0:08;0;Check out my makes. Fox ear flap hat hand knitted unisex adult chunky weight brown/rust acrylic yarn http://www. ebay.co.uk/itm/-/13178050 2478?roken=cUgayN … via @eBay_UK;;7.25084E+17;n;
24InMyMind;3/14/2016 14:33;0;Check out Vintage 70s Polyester Knit Pants, Slacks, Size 32, Brown, Rust , Hipster, Flare https://www. ebay.com/itm/2819343702 75 … @eBay;;7.09372E+17;n;
wheatpath;4/18/2016 16:14;1;Multiplication of #wheat cv (Grignon) used in differential sets for #pathotyping yellow and brown #rust @INRA_Bioger pic.twitter.com/7nTUx0QtVm;#wheat #pathotyping #rust;7.22066E+17;y;Research
therhemijstore;5/18/2016 18:42;1;Check out Adidas Pro Dress Shirt Large Plaid Brown Rust 100% Cotton Long Sleeve Button 2XL #adidas http://www. ebay.com/itm/Adidas-Pro -Dress-Shirt-Large-Plaid-Brown-Rust-100-Cotton-Long-Sleeve-Button-2XL-/121983970877?roken=cUgayN&soutkn=TI6DNE … via @eBay;#adidas;7.32975E+17;n;
bracymatt33;5/17/2016 4:57;0;@Buccigross Brown/ Rust #bucciovertimechallenge;#bucciovertimechallenge;7.32405E+17;n;
marisalik;5/19/2016 16:32;0;Blue Metal Brown Rust Steel Diamond Plate Pattern Tie: Blue Metal Brown Rust Steel Diamond Plate Pattern Tie $42.05… http:// dlvr.it/LLpCP9;;7.33304E+17;n;
bmorrissd2;5/31/2016 18:01;0;Scarf, Neck Warmer, Brown, Rust , Black Tan, Button accent. by LovetoKnitHats http:// etsy.me/1QEw2uh via @Etsy;;7.37675E+17;n;
bmorrissd2;5/23/2016 16:07;0;Scarf, Neck Warmer, Brown, Rust , Black Tan, Button accent. by LovetoKnitHats http:// etsy.me/1QEw2uh via @Etsy;;7.34748E+17;n;
flawborough_fms;5/24/2016 22:34;1;@agronomist_ben @farmerThomo much brown rust yet? Ours had plenty in it but hadn't seen any fungi for a good while!;;7.35207E+17;y;self
ianholmes20;3/4/2016 23:55;0;@Blackthorncox @LinesDavid hybrid rye a 'great' barometer for mildew (and brown rust ) Will be getting first fungicide shortly as on the move;;7.05889E+17;n;
joesue09;3/16/2016 4:02;0;Check out Leslie Fay Jacket 10P Brown Rust Navy Panels Over stitching Long Sl. #LeslieFay http://www. ebay.com/itm/-/15201717 1251?roken=cUgayN&soutkn=A3Uwhj … via @eBay;#LeslieFay;7.09938E+17;n;
bmorrissd2;6/9/2016 20:09;0;Knit Hat, Camo, Brown, Rust , Beige, Green. Men, Women, Teen, by LovetoKnitHats http:// etsy.me/1NJX59M via @Etsy;;7.40969E+17;n;
WomensClothing6;6/4/2016 4:06;0;Rubbish NEW Brown Rust Sierra #Womens Large L Knit #Top Crop #Blouse DEAL… http:// dlvr.it/LTL8np #Fashion #Deals pic.twitter.com/nVqVnmVRhO;#Womens #Top #Blouse #Fashion #Deals;7.38915E+17;n;
OnMySpaceship;5/4/2016 22:48;0;http:// ift.tt/1Y9b4HB New with Tags PRADA Ocra Silk Polyester Pleated Brown Rust Wrap Mini Skirt 8 42;;7.27963E+17;n;
kevin_looby;5/25/2016 0:15;0;@JamesieB watch out for brown rust on it, found a few specks on planet this morn.;;7.35233E+17;y;self
TheYarnWench;3/11/2016 15:47;0;Brown Rust Tie Dye 1 merino wool top for spinning and by yarnwench http:// etsy.me/1Ul7tpS via @Etsy;;7.08303E+17;n;
RyanBasilone;5/23/2016 4:53;0;@Buccigross @TBLightning @penguins @BauerHockey @TiqIQ #bucciovertimechallenge Brown/Rust;#bucciovertimechallenge;7.34578E+17;n;
BucciOvertimeJF;5/17/2016 4:53;0;@Buccigross Brown/Rust #bucciovertimechallenge;#bucciovertimechallenge;7.32404E+17;n;
Scien_net;3/10/2016 15:55;10;#Scien Use of alien genera for breeding brown rust resistant varieties of wheat - present status and scope http:// dlvr.it/KlCwjk;#Scien;7.07943E+17;y;Research
justlenajewelry;5/13/2016 13:45;0;Brown Rust Genuine Leather https://www. etsy.com/listing/188186 179/brown-rust-genuine-leather … pic.twitter.com/3cqOsN4kse;;7.31088E+17;n;
dick_neale;5/19/2016 18:41;0;@DavidPRushmer @Hutchinsons_Ag brown rust on planet at hockwold Norfolk pic.twitter.com/9HslRZwNnn;;7.33337E+17;n;
bmorrissd2;5/11/2016 17:59;0;Scarf, Neck Warmer, Brown, Rust , Black Tan, Button accent. by LovetoKnitHats http:// etsy.me/1QEw2uh via @Etsy;;7.30427E+17;n;
MerryKicks;5/31/2016 23:22;0;http:// ift.tt/1Xd7Shk VINTAGE FRANK OLIVE SAKS FIFTH AVE BROWN RUST FELT HAT SNAKE SKIN BAND (J62);;7.37756E+17;n;
jhelgs21;5/17/2016 5:02;0;@Buccigross Brown/Rust #bucciovertimechallenge;#bucciovertimechallenge;7.32406E+17;n;
todayspromos;6/23/2016 20:07;0;Loloi Rugs Larson Too 10 x 14 Brown Rust Area Rugs http:// promo.discountstandard.com/38757;;7.46042E+17;n;
ArableFarming;3/24/2016 15:00;0;Brown rust becoming an issue in barley crops says Christine Lilly https://www. fginsight.com/news/video-cro p-walk-and-talkwith-christine-lilly-10995 … #cropwalkandtalk pic.twitter.com/b0abk0C8VC;#cropwalkandtalk;7.13003E+17;y;Awareness
todayspromos;6/23/2016 4:36;0;Loloi Rugs Larson Too 13 x 18 Brown Rust Area Rugs http:// promo.discountstandard.com/39319;;7.45808E+17;n;
ModernOwners;6/28/2016 5:16;0;http:// ift.tt/2929KH3 BED STU Mens Telluride Brown Rust Desert Chukka Ankle Boots Shoes Sz 9.5 Z9-148;;7.4763E+17;n;
My_art_space;6/3/2016 15:55;0;Hand painted wood necklace - Abstract wood necklace - white gold brown rust - olive green - color block.. https://www. etsy.com/listing/165968 962/hand-painted-wood-necklace-abstract-wood …;;7.38731E+17;n;
elovletsemb1974;4/15/2016 19:30;0;"23% Off #CaptJimsNauticalCargo Aluminum Brown & Rust Finish 11"" Ship's Porthole Mirrorhttp://eyethuonline.com/shop… pic.twitter.com/kZQ35taJKW";#CaptJimsNauticalCargo;7.21028E+17;n;
SvengaIis;3/5/2016 19:00;0;@birdeatr brown/rust why;;7.06178E+17;n;
24InMyMind;3/7/2016 23:48;1;Check out Vintage 70s Polyester Knit Pants, Slacks, Size 32, Brown, Rust , Hipster, Flare https://www. ebay.com/itm/2819343702 75 … @eBay;;7.06975E+17;n;
joesue09;6/4/2016 4:57;0;Check out Leslie Fay Jacket 10P Brown Rust Navy Panels Over stitching Long Sl. #LeslieFay http://www. ebay.com/itm/-/15211498 9311?roken=cUgayN&soutkn=39CmZ4 … via @eBay;#LeslieFay;7.38928E+17;n;
JandTsMadness;4/1/2016 16:54;0;New Brown Rust Celtic Print One Shoulder Silk Blend MIDI Sundress Dress L | eBay http:// ow.ly/10b7e7;;7.15915E+17;n;
JandTsMadness;5/26/2016 23:03;1;New Brown & Rust Celtic print one shoulder Silk Blend midi sundress dress L http:// ow.ly/L9lF500INnN;;7.35939E+17;n;
JandTsMadness;4/10/2016 17:27;0;New Brown Rust Celtic Print One Shoulder Silk Blend MIDI Sundress Dress L | eBay;;7.19185E+17;n;
EmphasisProject;6/17/2016 11:50;0;#cereals2016 Brown rust threat to wheat crops in the east http:// buff.ly/1YwyxV7 via @FarmersWeekly #agriculture pic.twitter.com/u2oYI40QI5;#cereals2016 #agriculture;7.43743E+17;y;Awareness
bmorrissd2;4/23/2016 1:06;0;Scarf, Neck Warmer, Brown, Rust , Black Tan, Button accent. Women by LovetoKnitHats http:// etsy.me/1QEw2uh via @Etsy;;7.23649E+17;n;
dc2net;5/21/2016 21:49;0;CLOSE OUT SALE PRICE 10×14 ft. Persian design RUG beige lavender brown rust tan http://www. ebuyzilla.com/close-out-sale -price-10x14-ft-persian-design-rug-beige-lavender-brown-rust-tan-2/ …;;7.34109E+17;n;
MollyTopsShops;5/27/2016 19:24;1;Adini Brown & Rust Floral Velvet Jacket Size by MollyTops http:// etsy.me/1P47PkY via @Etsy;;7.36247E+17;n;
FrontierAg;6/17/2016 10:51;3;Lots of active disease in untreated trials at all #3Dthinking sites, inc yellow & brown rust & mildew pic.twitter.com/8kGzwKGOXJ;#3Dthinking;7.43728E+17;y;self
joesue09;3/16/2016 4:03;0;Leslie Fay Jacket 10P Brown Rust Navy Panels Over stitching Long Sl. #LeslieFay #BasicJacket http:// pinterest.com/pin/4823074413 25012481/ …;#LeslieFay #BasicJacket;7.09938E+17;n;
todayspromos;6/23/2016 22:45;0;Loloi Rugs Larson Too 12 x 15 Brown Rust Area Rugs http:// promo.discountstandard.com/39127;;7.46082E+17;n;
BoutiqueBV;4/8/2016 0:32;0;Womens Shoes Gold Brown Rust Satin Flower Platform Pumps Heels NEW NIB #Qupid http://www. ebay.com/itm/-/20153786 1247?roken=cUgayN&soutkn=kgvwDm … via @eBay pic.twitter.com/yxtvWbCHFw;#Qupid;7.18205E+17;n;
NancyEllenSt;4/1/2016 11:05;0;Door snake, brown rust amber yellow, door draft stopper, unfilled breeze… http:// etsy.me/1RcBqY5 #Etsy #EnergySaver pic.twitter.com/wOFPg1cdwB;#Etsy #EnergySaver;7.15827E+17;n;
ATBvintage;5/19/2016 2:46;1;Vtg 70s long velvet dress golden brown rust colored velvet dress #Unbranded http://www. ebay.com/itm/Vtg-70s-lo ng-velvet-dress-golden-brown-rust-colored-velvet-dress-/141971419933?roken=cUgayN&soutkn=hbTHHd … via @eBay;#Unbranded;7.33096E+17;n;
ThyWhite03;6/25/2016 1:23;0;La Sportiva FC ECO 3.0 GTX Boot – Men’s Brown / Rust 46.5: Click Here !! If you are seeking Top Rated Hiking ... http:// bit.ly/28Z4enY;;7.46484E+17;n;
pixdailydealsuk;4/1/2016 2:53;0;VINTAGE DRESS RETRO 1980'S 90'S BROWN RUST BELTED... http:// twib.in/l/9eLkyz5MnAg #Deals_UK | https:// twibble.io pic.twitter.com/8gw4RbpYGd;#Deals_UK;7.15704E+17;n;
SweetTTreasures;5/17/2016 0:16;1;Beautiful Hand Crocheted Afghan Brown Rust by SweetTeaTreasures http:// etsy.me/1MlnlSy via @Etsy;;7.32334E+17;n;
greasyhky26;5/23/2016 5:05;0;@Buccigross Brown/rust #bucciovertimechallenge;#bucciovertimechallenge;7.34581E+17;n;
MerryKicks;4/24/2016 5:43;0;http:// ift.tt/1VuF9U4 NOS VTG 70s 3pc MOD BROWN RUST SCARF MITTENS BERET HAT CAP KNIT WINTER COAT SET;;7.24081E+17;n;
forster_1;4/28/2016 23:59;0;Brown rust on @KWSUKLtd magnifico rye today in #eastlothian . Surprising when it's been as cold pic.twitter.com/eZwVVV2hbj;#eastlothian;7.25807E+17;y;self
vaintfb;3/6/2016 6:25;0;@LoliLover24 if it’s not completely covered in brown rust . if it’s mostly gray it’s fine;;7.0635E+17;n;
SweetTTreasures;5/28/2016 23:53;15;Beautiful Hand Crocheted Afghan Brown Rust by SweetTeaTreasures http:// etsy.me/1MlnlSy via @Etsy;;7.36677E+17;n;
bmorrissd2;4/25/2016 20:06;0;Knit Hat, Camo, Brown, Rust , Beige, Green. Men, Women, Teen, Boy by LovetoKnitHats http:// etsy.me/1NJX59M via @Etsy;;7.24661E+17;n;
My_art_space;5/21/2016 14:34;0;Hand painted wood necklace - Abstract wood necklace - white gold brown rust - olive.. https://www. etsy.com/listing/165968 962/hand-painted-wood-necklace-abstract-wood … pic.twitter.com/5LeCodZdti;;7.33999E+17;n;
Root4HomeTeam;5/8/2016 16:21;0;http:// ift.tt/1WgULKW ESCADA Womens 40 10 EXQUISITE UPSCALE 100% CASHMERE Brown Rust Jacket Blazer;;7.29315E+17;n;
loukiesworld;3/10/2016 13:05;0;Vintage Brown/Rust Striped Polyester Wide Necktie Remon D'Urville http:// loukiesworld.ecrater.com/p/19734362/vin tage-brown-rust-striped-polyester?utm_source=Twitter&utm_medium=ProductToools&utm_campaign=ShareCrater …;;7.079E+17;n;
OnMySpaceship;4/23/2016 20:13;0;http:// ift.tt/218eeNz AKRIS Chestnut Brown Rust Lamb Suede Finley Jacket Coat Sz 10 NWT $3,990;;7.23938E+17;n;
bmorrissd2;3/31/2016 2:19;0;Knit Hat, Camo, Brown, Rust , Beige, Green. Men, Women, Teen, Boys, girls by LovetoKnitHats http:// etsy.me/1NJX59M via @Etsy;;7.15333E+17;n;
susantantlinger;6/10/2016 23:17;0;ENGLISH BULLDOG Tote Bag small Hand Printed OOAK,Natural Canvas Tote, Brown Rust Plaid Burgundy.. https://www. etsy.com/listing/222570 306/english-bulldog-tote-bag-small-hand … #DogPhoto #Pets;#DogPhoto #Pets;7.41379E+17;n;
higherleaders;5/11/2016 15:31;0;Info needed about brown/rust spots please: HYDRO GROW Strain - Unknown (bag seed) #of Plants - 2 Grow T... http:// bit.ly/24NPy2A;#of;7.3039E+17;y;Awareness
Blackthorncox;3/14/2016 0:22;2;Wheat: Mildew and brown rust now lower level than a few weeks ago, Septoria and yellow rust still there. Don't forget to check stem bases;;7.09158E+17;y;self
SweetTTreasures;5/24/2016 19:33;0;Beautiful Hand Crocheted Afghan Brown Rust by SweetTeaTreasures http:// etsy.me/1MlnlSy via @Etsy;;7.35162E+17;n;
timarie1225;4/10/2016 23:56;0;Brown, Rust & Teal Square Bed Cover For Small Medium or Large by KVSPetAccessories http:// etsy.me/1SaFyKN via @Etsy;;7.19283E+17;n;
cropresearchse1;6/2/2016 16:39;0;Good to see #Rye getting a mention in the @NIABTAG agronomy bulletin, instead of just the usual cereals even if it was regarding brown rust;#Rye;7.38379E+17;y;others
JackLeBlanc19;5/17/2016 4:48;0;@Buccigross Brown/Rust #bucciovertimechallenge;#bucciovertimechallenge;7.32402E+17;n;
ModernOwners;3/8/2016 1:26;0;http:// ift.tt/1p3sd9R NIB GUCCI Leather Horsebit Loafer Shoes Size 12 Brown Rust;;7.07E+17;n;
FeatherCycles;6/29/2016 0:13;1;Made some ornamental cubes using Corten Steel which turns a really unique red/ brown rust colour… https://www. instagram.com/p/BHNuov9h0Vg/;;7.47916E+17;n;
psswstyles;3/28/2016 5:52;4;#Designer #Linens Set/2 April Cornell Cotton Kitchen Tea Towels Sunflowers Brown Rust - ... http:// ebay.to/1UolB3f #Bath #Kitchen #Home;#Designer #Linens #Bath #Kitchen #Home;7.14299E+17;n;
My_art_space;5/31/2016 3:24;0;Hand painted wood necklace - Abstract wood necklace - white gold brown rust - olive.. https://www. etsy.com/listing/165968 962/hand-painted-wood-necklace-abstract-wood … pic.twitter.com/RlKrgWhAaU;;7.37455E+17;n;
joesue09;4/25/2016 5:07;0;Check out Leslie Fay Jacket 10P Brown Rust Navy Panels Over stitching Long Sl. #LeslieFay http://www. ebay.com/itm/-/15206706 4525?roken=cUgayN&soutkn=WYLdtp … via @eBay;#LeslieFay;7.24435E+17;n;
cropresearchse1;6/9/2016 12:08;0;Brown rust building in #Rye fungicide trial untreated plot. Small differences between treatment programmes pic.twitter.com/wsqKU4mrjw;#Rye;7.40848E+17;y;self
jewelrytreasure;3/8/2016 4:15;0;Brown Rust Diamond Stone Clip On Earrings Gold Tone… http:// tuppu.net/289ee1a2 #PrettyVintiqueJewels #GoldToneEarrings pic.twitter.com/wBJr5IEOFZ;#PrettyVintiqueJewels #GoldToneEarrings;7.07042E+17;n;
LuxeSwap;6/10/2016 0:46;0;'Polo Ralph Lauren Hand Made USA Wool Tweed Brown Rust POW Plaid Check Tie NR' just launched at $9.99 NO RESERVE! http://www. iwascoding.com/cgi-bin/viewAu ction.cgi?siteID=0&itemID=361590359486 …;;7.41039E+17;n;
Marchfsu92;6/29/2016 5:27;0;I just added this to my closet on Poshmark: Brown, rust and orange satin tank. https:// bnc.lt/m/n00QWtAUju via @poshmarkapp #shopmycloset;#shopmycloset;7.47995E+17;n;
maureen_zwier;6/3/2016 23:01;0;Custom 40x40inch #mandala made for my client. #chocolate #brown , #rust and @benjamin_moore slate… https://www. instagram.com/p/BGNOe96BHpx/;#mandala #chocolate #brown #rust;7.38838E+17;n;
SweetTTreasures;4/29/2016 0:22;0;Beautiful Hand Crocheted Afghan Brown Rust by SweetTeaTreasures http:// etsy.me/1MlnlSy via @Etsy;;7.25812E+17;n;
SweetTTreasures;5/2/2016 21:50;2;Beautiful Hand Crocheted Afghan Brown Rust by SweetTeaTreasures http:// etsy.me/1MlnlSy via @Etsy;;7.27224E+17;n;
PeterGriffith1;6/4/2016 15:47;0;Just completing this week's AICC agronomy report - there's a lot to check before the final T3 pass - fresh yellow & brown rust + aphids;;7.39091E+17;y;others
ModernOwners;3/12/2016 22:11;0;http:// ift.tt/1QN919B GUCCI LEATHER HORSEBIT LOAFER SHOES SIZE 9.5 BROWN RUST COLOR;;7.08762E+17;n;
NancyEllenSt;5/9/2016 17:03;0;Door snake, brown rust amber yellow, door draft stopp… http:// tuppu.net/a6b2af3c #NancyEllenStudios #WinterColdStopper pic.twitter.com/S90taXCT1t;#NancyEllenStudios #WinterColdStopper;7.29688E+17;n;
AHDB_Cereals;3/8/2016 11:42;0;2015 #UKCPVS results: Brown rust dominated by Glasgow pathotype. And note the pathotype with 8 virulence genes… pic.twitter.com/Yrq94tj3Dh;#UKCPVS;7.07154E+17;y;Awareness
SHOPTOOGOODSA;6/1/2016 5:45;0;Love Seat - Brown/Rust Striped Love Seat w/ Leather Trim - $558.95 ea. http:// toogoodsa.boutiquewindow.com/InStore#Item/2 63702 … pic.twitter.com/sGc62GwjHl;#Item;7.37853E+17;n;
bmorrissd2;4/20/2016 18:55;0;Knit Hat, Camo, Brown, Rust , Beige, Green. Men, Women, Teen, Boy, Girl by LovetoKnitHats http:// etsy.me/1NJX59M via @Etsy;;7.22831E+17;n;
joesue09;5/25/2016 5:04;0;Leslie Fay Jacket 10P Brown Rust Navy Panels Over stitching Long Sl. #LeslieFay #BasicJacket http:// pinterest.com/pin/4823074413 25922938/ …;#LeslieFay #BasicJacket;7.35305E+17;n;
hiasilrdne;3/10/2016 16:01;0;#Scien Use of alien genera for breeding brown rust resistant varieties of wheat - present status and scope http:// dlvr.it/KlD2mk;#Scien;7.07944E+17;y;Research
JandTsMadness;3/26/2016 17:15;0;New Brown Rust Celtic Print One Shoulder Silk Blend MIDI Sundress Dress L | eBay http:// ow.ly/ZX3cp;;7.13761E+17;n;
JandTsMadness;5/29/2016 6:20;1;New Brown Rust Celtic Print One Shoulder Silk Blend MIDI Sundress Dress L | eBay http:// ow.ly/7JFT300GyQ0;;7.36774E+17;n;
JPOW_23;5/23/2016 5:08;0;Brown/Rust #bucciovertimechallenge;#bucciovertimechallenge;7.34582E+17;n;
ModernOwners;5/14/2016 22:44;0;"http:// ift.tt/1OreRjm NEW Men's Chaco Toecoop"" - WAS $125! - size 13 Bison Brown/Rust supportive shoe""";;7.31586E+17;n;
joesue09;3/26/2016 3:46;0;Leslie Fay Jacket 10P Brown Rust Navy Panels Over stitching Long Sl. #LeslieFay #BasicJacket http:// pinterest.com/pin/4823074413 25136184/ …;#LeslieFay #BasicJacket;7.13558E+17;n;
jewelrytreasure;3/3/2016 12:14;0;Brown Rust Diamond Stone Clip On Earrings Gold Tone … http:// tuppu.net/289ee1a2 #PrettyVintiqueJewels #BigBrownButtons pic.twitter.com/qkWoVxyykA;#PrettyVintiqueJewels #BigBrownButtons;7.05351E+17;n;
JCknowing;4/24/2016 20:28;0;Nice #shoes ! #leather #brown #rust #Dress #suit #tie #shirt #designer #smart #stylish #success https:// twitter.com/MensStyleDaiIy /status/723981274495504385 …;#shoes #leather #brown #rust #Dress #suit #tie #shirt #designer #smart #stylish #success;7.24304E+17;n;
JandTsMadness;6/5/2016 15:57;0;New Brown Rust Celtic Print One Shoulder Silk Blend MIDI Sundress Dress L | eBay http:// ow.ly/cld6300VRay;;7.39456E+17;n;
SweetTTreasures;6/19/2016 2:38;4;Beautiful Hand Crocheted Afghan Brown Rust by SweetTeaTreasures http:// etsy.me/1MlnlSy via @Etsy;;7.44328E+17;n;
SweetTTreasures;6/27/2016 3:19;0;Beautiful Hand Crocheted Afghan Brown Rust by SweetTeaTreasures http:// etsy.me/1MlnlSy via @Etsy;;7.47238E+17;n;
Phoenix_LAF;5/17/2016 23:47;0;#PhoenixLostFound SEEN DOG brown/rust color and white color (79th Ave Thomas): SEEN Today at 11:45AM Skinny Dog… http:// phoenix.craigslist.org/wvl/laf/559109 5012.html …;#PhoenixLostFound;7.32689E+17;n;
wpthemesdaddy;3/28/2016 18:25;0;Brown rust texture on metal by Evgeniy on @creativework247 http:// pinterest.com/pin/3866763179 88199300/ …;;7.14489E+17;n;
24InMyMind;3/12/2016 16:14;0;Check out Vintage 70s Polyester Knit Pants, Slacks, Size 32, Brown, Rust , Hipster, Flare https://www. ebay.com/itm/2819343702 75 … @eBay;;7.08673E+17;n;
bmorrissd2;6/7/2016 18:59;1;Scarf, Neck Warmer, Brown, Rust , Black Tan, Button accent. by LovetoKnitHats http:// etsy.me/1QEw2uh via @Etsy;;7.40227E+17;n;
todayspromos;6/27/2016 1:29;0;Loloi Rugs Larson Too 4 x 6 Brown Rust Area Rugs http:// promo.discountstandard.com/36790;;7.4721E+17;n;
Agronotas;5/11/2016 22:58;0;Retweeted Ron Granger ( @reglimagrain ): Interesting #Winter barley brown rust in variety trials @LGSeedsUK in... http:// fb.me/77AoV9enH;#Winter;7.30502E+17;y;others
nancymcb;4/5/2016 17:22;0;Crocheted Shell Design Striped Vtg Afghan 52x70 Brown Rust Yellow Tan BOHO Chic #Handmade http:// pinterest.com/pin/1484781189 43374690/ …;#Handmade;7.17372E+17;n;
GrimDarkRealms;6/9/2016 11:32;0;@big_eye123 @SteveWold007 you may! Brown rust layer under the blue which I chipped down to with chipping fluid. Washes for rust streaks too.;;7.40839E+17;n;
LittleGreyBear;3/5/2016 15:54;0;Shop @eBay - HOT COTTON Jacket Size L Black Brown Rust 100% Linen Pockets Zip Front Top http://www. ebay.com/itm/-/37154777 6434?roken=cUgayN&soutkn=piqhE0 … #fashion #deal;#fashion #deal;7.06131E+17;n;
plantdisease;6/23/2016 16:28;1;Cereals 2016: Brown rust threat to wheat crops in the east http://www. fwi.co.uk/arable/cereals -2016-brown-rust-threat-wheat-crops-east.htm …;;7.45987E+17;y;news
SweetTTreasures;4/10/2016 21:33;0;Beautiful Hand Crocheted Afghan Brown Rust by SweetTeaTreasures http:// etsy.me/1MlnlSy via @Etsy This is just gorgeous!;;7.19247E+17;n;
cropresearchse1;3/16/2016 19:06;0;Although I wish for warmer temperatures, the cold snap has now eliminated the majority of brown rust in #rye;#rye;7.10165E+17;y;others
cropresearchse1;4/21/2016 13:44;0;Brown rust in untreated rye still lively in very bottom of canopies, new pustules starting to form on leaf 4 now. pic.twitter.com/E6KmSO8tKw;;7.23115E+17;y;self
AHDB_Cereals;3/8/2016 15:04;1;30-40 brown rust pathotypes found every year in France – 15 families #UKCPVS @niabtag;#UKCPVS;7.07205E+17;y;Awareness
joesue09;6/4/2016 4:57;0;Leslie Fay Jacket 10P Brown Rust Navy Panels Over stitching Long Sl. #LeslieFay #BasicJacket http:// pinterest.com/pin/4823074413 26063699/ …;#LeslieFay #BasicJacket;7.38928E+17;n;
jondagle;4/1/2016 17:10;0;. @unsuckdcmetro This am, was in 7000 car where metal back of seat was covered with what looked like brown rust . Anyone seen this? #wmata;#wmata;7.15919E+17;n;
twotinydoggies;6/23/2016 16:05;0;Brown Rust Riverstone Earrings Beaded Amber Fall Autumn Jewelry http:// tuppu.net/b98236a3 #jewelry #AmberJewelry pic.twitter.com/mOqXWtaEd5;#jewelry #AmberJewelry;7.45981E+17;n;
FrontierAg;5/24/2016 9:42;7;Brown rust now on the flag leaf of some winter barley varieties in untreated #3Dthinking plots pic.twitter.com/bVJktHGzaU;#3Dthinking;7.35013E+17;y;self
Kings_Cambridge;3/14/2016 20:10;0;Effects of regional climate change on brown rust disease in winter wheat http:// ift.tt/1RJH8Ar #climatechange;#climatechange;7.09457E+17;y;Awareness
AdasBlake;6/17/2016 23:30;9;Remember the hot sunny weather? Well it suited the brown rust in untreated Crusoe at Terrington, treatments holding. pic.twitter.com/QPi50Kv0PR;;7.43919E+17;y;self
farmingonline;6/18/2016 9:18;0;Agree - we had reports of active brown rust pre T3 from several regions. https:// twitter.com/AdasBlake/stat us/743918748617293824 …;;7.44067E+17;y;self
rikibeth;6/17/2016 10:02;0;@ScottMadin the bathroom I grew up with, built 61, tan fixtures, decorated 70s taste in brown/rust , but if you like brown, it's nice;;7.43715E+17;n;
bmorrissd2;3/1/2016 20:33;0;10% OFF! Knit Hat, Camo, Brown, Rust , Beige, Green. Men, Women, Teen, B by LovetoKnitHats http:// etsy.me/1NJX59M via @Etsy;;7.04751E+17;n;
ModernOwners;4/4/2016 4:51;0;http:// ift.tt/2244WB1 NIB GUCCI Leather Horsebit Loafer Shoes Size 12 Brown Rust;;7.1682E+17;n;
JandTsMadness;6/8/2016 23:45;0;New Brown Rust Celtic Print One Shoulder Silk Blend MIDI Sundress Dress L | eBay http:// ow.ly/Z5RE3013OiQ;;7.40661E+17;n;
hiasilrdne;3/1/2016 18:34;0;#EurekaMag Observations on the epidemiology and effect on grain yield of brown rust in spring barley http:// dlvr.it/KflGB7;#EurekaMag;7.04721E+17;y;Research
24InMyMind;3/6/2016 15:54;0;Check out Vintage 70s Polyester Knit Pants, Slacks, Size 32, Brown, Rust , Hipster, Flare https://www. ebay.com/itm/2819343702 75 … @eBay;;7.06493E+17;n;
