username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Immunol_papers;2015-08-11 12:56;0;0;"Inna: Chromosome engineering, mapping, and transferring of resistance to Fusarium head blight disease from Elymus… http:// dlvr.it/BplTtQ";;;;"631056623675375616";https://twitter.com/Immunol_papers/status/631056623675375616
DMonsterenergy;2015-08-11 10:30;0;4;"@Fusarium _ ゆきいちゃん13.5でておれ12.9でたよっていう報告";;@Fusarium;;"631019842309521408";https://twitter.com/DMonsterenergy/status/631019842309521408
PIAalerts;2015-08-11 08:55;0;0;"PIA-11/Davao del Norte: Davao del Norte gets 44% of the P102.190 million funds or about P44 million for fusarium ... http:// fb.me/u2pqf9hB";;;;"630995893152542720";https://twitter.com/PIAalerts/status/630995893152542720
rasoogana;2015-08-11 02:44;1;1;"@Fusarium _ 国家レベルの！？ 見ぃてぇぇぇぇ！";;@Fusarium;;"630902532718473216";https://twitter.com/rasoogana/status/630902532718473216
Ferchucky;2015-08-10 22:49;0;0;"Viajando a la #5ReuniónTécnicaBananera #Colombia . #Fusarium y #sigatoka en la agenda. #Augura #Cenibanano #raza4 pic.twitter.com/7dqhnVtI3N";;;#5Reuni #Colombia #Fusarium #sigatoka #Augura #Cenibanano #raza4;"630843367962898432";https://twitter.com/Ferchucky/status/630843367962898432
AlbertaAg;2015-08-10 22:08;0;0;"Get the latest report on the economic impacts of fusarium head blight on cereal crops in Alberta: http:// ow.ly/QJcRy";;;;"630833077762301952";https://twitter.com/AlbertaAg/status/630833077762301952
williamsj79;2015-08-10 19:38;1;0;"#fusarium appears to be developing on last years heads #westcdnag watch for it as #harvest15 approaches pic.twitter.com/2YhbVbizvk";;;#fusarium #westcdnag #harvest15;"630795328568950784";https://twitter.com/williamsj79/status/630795328568950784
_1nm1;2015-08-10 19:37;0;1;"@Fusarium _ 笑うよねあの人たち";;@Fusarium;;"630795162566823936";https://twitter.com/_1nm1/status/630795162566823936
Bayer4CropsCA;2015-08-10 13:04;2;0;"Say yes to Proline & no to DON, fusarium and stalk rot. http:// prolinepaysoff.ca #GoodFarmProbs #OntAg #Spray15 #corn pic.twitter.com/y3GbRBote7";;;#GoodFarmProbs #OntAg #Spray15 #corn;"630696116422488065";https://twitter.com/Bayer4CropsCA/status/630696116422488065
_1nm1;2015-08-10 08:28;0;1;"@Fusarium _ もう一回言ってをもう一回どころじゃない騒ぎで使ってる";;@Fusarium;;"630626798347235328";https://twitter.com/_1nm1/status/630626798347235328
JohnRTBot;2015-08-10 06:32;0;0;"RT Fusarium : No glove, no love. Wrap it up people. http:// ift.tt/1TcTXAR #safesex";;;#safesex;"630597447438438400";https://twitter.com/JohnRTBot/status/630597447438438400
Fusarium;2015-08-10 06:18;0;0;"No glove, no love. Wrap it up people. http:// ithacavoice.com/2015/08/health -department-tompkins-seeing-rise-in-gonorrhea-cases/ … #safesex";;;#safesex;"630593993265385472";https://twitter.com/Fusarium/status/630593993265385472
mindanao_daily;2015-08-10 04:46;0;0;"DA-11, DavNor ink pact to combat fusarium - http://www. mindanaodailynews.com/da-11-davnor-i nk-pact-to-combat-fusarium/ … pic.twitter.com/0H4F4Aw9T0";;;;"630570839180574720";https://twitter.com/mindanao_daily/status/630570839180574720
jotaro0000;2015-08-10 03:56;0;1;"@Fusarium _ まじかw";;@Fusarium;;"630558265282199552";https://twitter.com/jotaro0000/status/630558265282199552
guitar0825;2015-08-10 03:30;0;0;"@Fusarium _ ？？？？";;@Fusarium;;"630551853697073152";https://twitter.com/guitar0825/status/630551853697073152
_1nm1;2015-08-10 03:18;0;1;"@Fusarium _ みなさん俺らが日本人だから気を使ってわかりやすく喋ってるんだと思う、店とかで店員に何か言われても速すぎて理解できない";;@Fusarium;;"630548759827460096";https://twitter.com/_1nm1/status/630548759827460096
_1nm1;2015-08-10 03:08;0;0;"@Fusarium _ 聞き取れるようにはなってきたけど喋るとなるとところどころつまる あとわからない単語が多すぎる";;@Fusarium;;"630546277680332800";https://twitter.com/_1nm1/status/630546277680332800
_1nm1;2015-08-10 03:04;0;0;"@Fusarium _ とりあえずメイビーを連発だな";;@Fusarium;;"630545323312594944";https://twitter.com/_1nm1/status/630545323312594944
jotaro0000;2015-08-10 03:03;0;1;"@Fusarium _ おーいいね！あとwsj反省会報告会するしかないな";;@Fusarium;;"630545089689858048";https://twitter.com/jotaro0000/status/630545089689858048
jotaro0000;2015-08-10 02:59;0;0;"@Fusarium _ おーいつまで？";;@Fusarium;;"630543925929840640";https://twitter.com/jotaro0000/status/630543925929840640
_1nm1;2015-08-10 02:57;0;0;"@Fusarium _ なにそれ最高かよ";;@Fusarium;;"630543538808225792";https://twitter.com/_1nm1/status/630543538808225792
_1nm1;2015-08-10 02:41;0;0;"@Fusarium _ チェコ語なの？";;@Fusarium;;"630539411344637952";https://twitter.com/_1nm1/status/630539411344637952
jotaro0000;2015-08-10 02:14;0;0;"@Fusarium _ ホームステイ受け入れてるの？";;@Fusarium;;"630532627506659328";https://twitter.com/jotaro0000/status/630532627506659328
yakugaku56;2015-08-09 22:08;0;2;"【 Fusarium 属】 ふざけるな！ゼニガタのとっつぁんと不二子 ※ふざ： Fusarium 属 ゼ：ゼアラレノン ニ：二バレノール とっつ：T-2トキシン 不：フモニシン";;;;"630470664974041088";https://twitter.com/yakugaku56/status/630470664974041088
mochio_04;2015-08-09 18:20;0;0;"@Fusarium _ でしょう( ^ω^ )";;@Fusarium;;"630413262463504384";https://twitter.com/mochio_04/status/630413262463504384
DMonsterenergy;2015-08-09 18:11;0;2;"@Fusarium _ 45秒サイクルで50m4本を4セットなんだけど俺はまだ2セットしかやったことない";;@Fusarium;;"630411001440043008";https://twitter.com/DMonsterenergy/status/630411001440043008
DMonsterenergy;2015-08-09 18:09;0;1;"@Fusarium _ とりあえず1回はブロークンの辛さ味わえ…";;@Fusarium;;"630410508621869057";https://twitter.com/DMonsterenergy/status/630410508621869057
mochio_04;2015-08-09 18:08;0;1;"@Fusarium _ 楽しんで！！";;@Fusarium;;"630410287909212160";https://twitter.com/mochio_04/status/630410287909212160
DMonsterenergy;2015-08-09 18:05;0;0;"@Fusarium _ 来週は調整だから今週中にできるだけ多く来た方がいい";;@Fusarium;;"630409515658141696";https://twitter.com/DMonsterenergy/status/630409515658141696
mochio_04;2015-08-09 18:00;0;1;"@Fusarium _ 気分は今日からって事ですなぁ！";;@Fusarium;;"630408424723910656";https://twitter.com/mochio_04/status/630408424723910656
DMonsterenergy;2015-08-09 18:00;0;2;"@Fusarium _ あとブロークンとかいう意味わからんレベルのクソ鬼畜メニューでたから";;@Fusarium;;"630408315227385857";https://twitter.com/DMonsterenergy/status/630408315227385857
mochio_04;2015-08-09 17:59;0;1;"@Fusarium _ いつ始まったの？？";;@Fusarium;;"630408160453357568";https://twitter.com/mochio_04/status/630408160453357568
mochio_04;2015-08-09 17:58;0;1;"@Fusarium _ pic.twitter.com/Z8w2cEjMKk";;@Fusarium;;"630407855204478976";https://twitter.com/mochio_04/status/630407855204478976
DMonsterenergy;2015-08-09 17:58;0;3;"@Fusarium _ 半フリ28.5でたよってゆう報告だった";;@Fusarium;;"630407764276219904";https://twitter.com/DMonsterenergy/status/630407764276219904
DMonsterenergy;2015-08-09 17:52;0;0;"@Fusarium _ 確か枝さこに10日前くらいにラインした";;@Fusarium;;"630406273683447808";https://twitter.com/DMonsterenergy/status/630406273683447808
AlimTeach;2015-08-09 13:42;0;1;"DON | #micotoxina de Fusarium presente en diversos #cereales , principalmente en #maíz y #trigo (Vía @Agrodocentia ) http://www. ideagro.es/index.php/noti cias/68-las-micotoxinas-y-su-efecto-en-el-sector-agroalimentario …";;@Agrodocentia;#micotoxina #cereales #ma #trigo;"630343385413517312";https://twitter.com/AlimTeach/status/630343385413517312
wheat_papers;2015-08-09 11:24;0;0;"Fusarium graminearum Isolates from Wheat and Maize in New York Show Similar Range of… http:// dlvr.it/Bng1Ps pic.twitter.com/Usp0m7ejNL";;;;"630308565597552640";https://twitter.com/wheat_papers/status/630308565597552640
ContGanadero;2015-08-09 05:25;0;0;"La Fusarium Raza 4 no ha llegado al país, pero sí es importante que se empiecen a prevenir: http:// bit.ly/1g922dm";;;;"630218338405351424";https://twitter.com/ContGanadero/status/630218338405351424
ContGanadero;2015-08-09 02:25;3;0;"La Fusarium Raza 4 no ha llegado al país, pero sí es importante que se empiecen a prevenir: http:// bit.ly/1g922dm";;;;"630173022356406272";https://twitter.com/ContGanadero/status/630173022356406272
ContGanadero;2015-08-09 00:20;0;0;"La producción mundial de banano se ve amenazada por el resurgimiento del Fusarium : http:// bit.ly/1g922dm";;;;"630141613034086400";https://twitter.com/ContGanadero/status/630141613034086400
Fusarium;2015-08-08 23:44;0;1;"This is amazing. Researchers rock! #science https:// twitter.com/voanews/status /624840549804175360 …";;;#science;"630132563772706816";https://twitter.com/Fusarium/status/630132563772706816
ContGanadero;2015-08-08 21:20;0;0;"La producción mundial de banano se ve amenazada por el resurgimiento del Fusarium : http:// bit.ly/1g922dm";;;;"630096194505674752";https://twitter.com/ContGanadero/status/630096194505674752
ContGanadero;2015-08-08 20:25;0;0;"La Fusarium Raza 4 no ha llegado al país, pero sí es importante que se empiecen a prevenir: http:// bit.ly/1g922dm";;;;"630082434927849472";https://twitter.com/ContGanadero/status/630082434927849472
ContGanadero;2015-08-08 17:25;1;0;"La Fusarium Raza 4 no ha llegado al país, pero sí es importante que se empiecen a prevenir: http:// bit.ly/1g922dm";;;;"630037043154931712";https://twitter.com/ContGanadero/status/630037043154931712
ChrisKelly1000;2015-08-08 16:26;0;0;"@jmariobarajas Mon donated melon seed for research into fusarium resistance. In yr mind are researchers corrupt and methods unscientific?";;@jmariobarajas;;"630022269071331328";https://twitter.com/ChrisKelly1000/status/630022269071331328
servigansabana;2015-08-08 16:01;0;0;"La producción mundial de banano se ve amenazada por el resurgimiento del Fusarium : http:// bit.ly/1g922dm";;;;"630016005289459712";https://twitter.com/servigansabana/status/630016005289459712
ContGanadero;2015-08-08 15:20;1;0;"La producción mundial de banano se ve amenazada por el resurgimiento del Fusarium : http:// bit.ly/1g922dm";;;;"630005727969570816";https://twitter.com/ContGanadero/status/630005727969570816
RootPapers;2015-08-08 13:41;0;0;"Pubmed Genetic and Pathogenic Variability of Fusarium oxysporum f. sp. cepae Isolated from Onion and Welsh Onion in… http:// dlvr.it/BnGWPn";;;;"629980653669330944";https://twitter.com/RootPapers/status/629980653669330944
Chemical_Market;2015-08-08 08:40;0;0;"#Chemicals #EINECS EC 309-965-5 - #CASChemistry 101794-82-5 : Protein hydrolyzates, Fusarium graminearum http:// dg-di.eu/C16/2449.htm #mrx";;;#Chemicals #EINECS #CASChemistry #mrx;"629904959513980928";https://twitter.com/Chemical_Market/status/629904959513980928
drugmemo;2015-08-08 07:08;0;0;"Fusarium 属（アカカビ）のF.nivaleは、トリコテセン系毒素のニバレノールを産生する。摂取により悪心嘔吐、造血機能障害を引き起こす。麦";;;;"629881830255104000";https://twitter.com/drugmemo/status/629881830255104000
PenderSuper;2015-08-08 01:54;0;1;"@superjhooper thanks man, not farming much fusarium lately but it will come back ;)";;@superjhooper;;"629802830841249792";https://twitter.com/PenderSuper/status/629802830841249792
ExclaimsALot;2015-08-08 00:29;0;0;"Fusarium !";;;;"629781520480243712";https://twitter.com/ExclaimsALot/status/629781520480243712
ScienceIsMetal;2015-08-08 00:29;3;1;"Intercropping plants and adding AM fungi can protect against soil-borne pathogens, but the plant species matters a lot! #ICOM8 #Fusarium";;;#ICOM8 #Fusarium;"629781401525620736";https://twitter.com/ScienceIsMetal/status/629781401525620736
ElTanqueMartin;2015-08-07 20:49;0;1;"que lindo ver "El temible hongo fusarium " en vivo, dos veces";;;;"629726148759560192";https://twitter.com/ElTanqueMartin/status/629726148759560192
CypressCounty;2015-08-07 20:01;2;0;"County participating in provincial fusarium survey. Info on fusarium management plan: http:// ow.ly/Qx9NQ pic.twitter.com/AvrRD9eSir";;;;"629714011555241984";https://twitter.com/CypressCounty/status/629714011555241984
bdsaguing;2015-08-07 19:27;0;0;"The “Management of Banana Fusarium Wilt Project” aims to save the “biggest dollar-earner in the province.” DA... http:// fb.me/3n2DCb5DH";;;;"629705523043110912";https://twitter.com/bdsaguing/status/629705523043110912
TopCropMag;2015-08-07 16:28;1;0;"The economic impact of Fusarium in Alberta: http:// bit.ly/1IvBGd7 @AlbertaAg";;@AlbertaAg;;"629660405472690176";https://twitter.com/TopCropMag/status/629660405472690176
WisdomOrganics;2015-08-07 15:57;0;0;"Hildebrand and McCain (1978) used wheat straw infested with Fusarium oxysporum f. sp. cannabis, to control marijuana (Cannabis sativa)";;;;"629652492243103744";https://twitter.com/WisdomOrganics/status/629652492243103744
danipll;2015-08-07 14:15;2;3;"Aquest any també,Atac greu de Fusarium en Blat de Moro.Merma important en qualitat al ensitjat i de producció per gra pic.twitter.com/U7asAAGAYh";;;;"629626899044696064";https://twitter.com/danipll/status/629626899044696064
BSPPjournals;2015-08-07 12:22;0;0;"New paper from @Fabiteam1 on nursery-linked plantation outbreaks of #Fusarium circinatum in South Africa #forestry : http:// onlinelibrary.wiley.com/doi/10.1111/pp a.12437/abstract …";;@Fabiteam1;#Fusarium #forestry;"629598529594523648";https://twitter.com/BSPPjournals/status/629598529594523648
PIA11Davao;2015-08-07 11:41;0;0;"DA-XI, DavNor ink pact to combat fusarium Read Full Story http:// pia11davao.blogspot.com/2015/08/da-xi- davnor-ink-pact-to-combat-fusarium_7.html …";;;;"629588040223076353";https://twitter.com/PIA11Davao/status/629588040223076353
PIA11Davao;2015-08-07 11:40;0;0;"DA-XI, DavNor ink pact to combat fusarium Read Full Story http:// pia11davao.blogspot.com/2015/08/da-xi- davnor-ink-pact-to-combat-fusarium.html …";;;;"629587880696897536";https://twitter.com/PIA11Davao/status/629587880696897536
archiearchive;2015-08-07 10:51;0;0;"#ashes Can the Aussies organise some sudden onset Fusarium or possibly even some oil implants on a length? #gallowshumour";;;#ashes #gallowshumour;"629575665138798592";https://twitter.com/archiearchive/status/629575665138798592
joegooding;2015-08-07 03:58;2;3;"@Fusarium @itsmepanda1 False narrative. Merely unvax doesn't mean infected. Try again. #vaxshill";;@Fusarium @itsmepanda1;#vaxshill;"629471656646471680";https://twitter.com/joegooding/status/629471656646471680
itsmepanda1;2015-08-07 03:44;3;3;". @Fusarium Why won't you answer? You willing 2 vaccinate me/my child if I tell you only consenting b/c I've no choice? B/c I will tell you.";;@Fusarium;;"629468150841614336";https://twitter.com/itsmepanda1/status/629468150841614336
itsmepanda1;2015-08-07 03:40;1;1;". @Fusarium Vax rates high in US,even CDC says so. Are ya ready to vax som1 child, knowing parent only consenting b/c they can't homeschool?";;@Fusarium;;"629467219748102146";https://twitter.com/itsmepanda1/status/629467219748102146
Fusarium;2015-08-07 03:35;1;1;"@itsmepanda1 @kath2cats would you like us to allow pos TB pts to run around because they don't "believe" in antibiotics?";;@itsmepanda1 @kath2cats;;"629465863318470660";https://twitter.com/Fusarium/status/629465863318470660
Fusarium;2015-08-07 03:34;1;1;"@itsmepanda1 @kath2cats well we wouldn't need a law then if everyone able to vax followed SBM. Go complain to the ppl that don't vax.";;@itsmepanda1 @kath2cats;;"629465621583900673";https://twitter.com/Fusarium/status/629465621583900673
itsmepanda1;2015-08-07 03:28;0;1;"@Fusarium My kids all vaxxed. My choice, not govt. Would you want to vaccinate me if you knew I only consented to keep my job? @kath2cats";;@Fusarium @kath2cats;;"629464151031685121";https://twitter.com/itsmepanda1/status/629464151031685121
Fusarium;2015-08-07 03:25;1;1;"@itsmepanda1 @kath2cats consequences of your science denial. If ur child needs a med exempt then get one.";;@itsmepanda1 @kath2cats;;"629463317304643584";https://twitter.com/Fusarium/status/629463317304643584
itsmepanda1;2015-08-07 03:22;0;1;"@Fusarium Would you want to vax my child if you knew that I was only consenting b/c I couldn't quit job 2 homeschool? @kath2cats #SB277";;@Fusarium @kath2cats;#SB277;"629462579744800768";https://twitter.com/itsmepanda1/status/629462579744800768
Fusarium;2015-08-07 03:18;1;2;"@itsmepanda1 @kath2cats @sjw503 @doritmi comp for babies, immunocomp and ppl that can't be vaxed. U don't have the right to infect others.";;@itsmepanda1 @kath2cats @sjw503 @doritmi;;"629461670427885569";https://twitter.com/Fusarium/status/629461670427885569
itsmepanda1;2015-08-07 03:10;0;1;"@Fusarium Coming from a health professional, that's disappointing. What happened to compassion? Smh. @kath2cats @sjw503 @doritmi #SB277";;@Fusarium @kath2cats @sjw503 @doritmi;#SB277;"629459487246680064";https://twitter.com/itsmepanda1/status/629459487246680064
itsmepanda1;2015-08-07 03:07;0;0;". @Fusarium Faced policy @job. Kept picturing self standing in that line,knowing I d/n want .Would u want 2 me? @kath2cats @sjw503 @doritmi";;@Fusarium @job @kath2cats @sjw503 @doritmi;;"629458715515703296";https://twitter.com/itsmepanda1/status/629458715515703296
Fusarium;2015-08-07 03:05;2;1;"@GeoffSchuler @kath2cats @itsmepanda1 @doritmi @lizditz sad but they choose to ignore http://www. skepticalraptor.com/skepticalrapto rblog.php/child-pays-price-for-anti-vaccine-misinformation/ …";;@GeoffSchuler @kath2cats @itsmepanda1 @doritmi @lizditz;;"629458390247288832";https://twitter.com/Fusarium/status/629458390247288832
Fusarium;2015-08-07 03:02;2;2;"@itsmepanda1 @kath2cats @sjw503 @doritmi that's a consequence to your choice. Not a threat or force.";;@itsmepanda1 @kath2cats @sjw503 @doritmi;;"629457508336152576";https://twitter.com/Fusarium/status/629457508336152576
Fusarium;2015-08-07 03:01;2;2;"@itsmepanda1 @kath2cats @sjw503 @doritmi This is a PH issue. Docs can give med exempts. Risk to PH always monitored. Ex. Smallpox/TB holds";;@itsmepanda1 @kath2cats @sjw503 @doritmi;;"629457307215081472";https://twitter.com/Fusarium/status/629457307215081472
itsmepanda1;2015-08-07 02:57;0;0;". @Fusarium Ya,it is. Those who can't homeschool WILL feel coerced. That's just flat out wrong. @kath2cats @sjw503 @doritmi #ethics #SB277";;@Fusarium @kath2cats @sjw503 @doritmi;#ethics #SB277;"629456261067706368";https://twitter.com/itsmepanda1/status/629456261067706368
itsmepanda1;2015-08-07 02:54;1;1;". @Fusarium Once upon a time,medicine/medical procs decided by Dr/patient alone. What happened? And where headed? @kath2cats @sjw503 @doritmi";;@Fusarium @kath2cats @sjw503 @doritmi;;"629455537911005184";https://twitter.com/itsmepanda1/status/629455537911005184
Fusarium;2015-08-07 02:52;1;2;"@itsmepanda1 @kath2cats @sjw503 @doritmi coercion the prac of persuading...something by using force or threats. That's not what's happening.";;@itsmepanda1 @kath2cats @sjw503 @doritmi;;"629454960107765760";https://twitter.com/Fusarium/status/629454960107765760
Fusarium;2015-08-07 02:49;3;3;"@itsmepanda1 @kath2cats @sjw503 @doritmi SBM is not coercion. You have a choice, that choice has consequences.";;@itsmepanda1 @kath2cats @sjw503 @doritmi;;"629454345923211265";https://twitter.com/Fusarium/status/629454345923211265
itsmepanda1;2015-08-07 02:14;1;2;"@Fusarium As health care prof,you support coerced medicine? What happens when *rare* harm occurs via coercion? @kath2cats @sjw503 @doritmi";;@Fusarium @kath2cats @sjw503 @doritmi;;"629445485846245377";https://twitter.com/itsmepanda1/status/629445485846245377
Fusarium;2015-08-07 02:08;1;1;"@kath2cats @itsmepanda1 @sjw503 @doritmi imagine that, selfish people fail to realize there are consequences to their actions #SB277";;@kath2cats @itsmepanda1 @sjw503 @doritmi;#SB277;"629444075695910913";https://twitter.com/Fusarium/status/629444075695910913
Fusarium;2015-08-07 01:59;0;0;"Unbelievable. When will people realize this is a bunch of dangerous crap. http:// m.smh.com.au/national/healt h/call-for-age-limit-after-chiropractor-breaks-babys-neck-20130928-2ul6e.html …";;;;"629441743365079045";https://twitter.com/Fusarium/status/629441743365079045
cropdoc2;2015-08-07 00:55;0;1;"@TheDirtDude @FieldVegetables Fusarium spores are that shape ... just a guess though.";;@TheDirtDude @FieldVegetables;;"629425694427213824";https://twitter.com/cropdoc2/status/629425694427213824
BerdayesMKT;2015-08-07 00:13;0;0;"Audiovisual de la campaña realizada con @AgrocalidadEC para la prevención de la plaga FUSARIUM RAZA 4 TROPICAL. https://www. facebook.com/pages/Berdayes -Comunicaci%C3%B3n-Estrat%C3%A9gica/1377994342423100?fref=nf …";;@AgrocalidadEC;;"629414970732736512";https://twitter.com/BerdayesMKT/status/629414970732736512
AgAnnex;2015-08-06 21:14;1;0;"The economic impact of Fusarium in Alberta. Read about it via @TopCropMag -> http:// ow.ly/QAt1R pic.twitter.com/lWgmWH3s2r";;@TopCropMag;;"629370101435887616";https://twitter.com/AgAnnex/status/629370101435887616
PenderSuper;2015-08-06 20:06;0;4;"Since our last fung app we've had fusarium , brown patch, cyanobacteria, waitea, fairy ring, anthracnose. All managed without pesticides #IPM";;;#IPM;"629352816193236994";https://twitter.com/PenderSuper/status/629352816193236994
TomSteveABWHT;2015-08-06 17:47;8;2;"Spaner explains U of A not allowed to screen for Fusarium because of provincial zero tolerance policy.";;;;"629317907944599552";https://twitter.com/TomSteveABWHT/status/629317907944599552
realloudlyndsey;2015-08-06 17:18;1;2;"Today's #tbt : Using your combine as a fusarium management tool: http:// bit.ly/1IyY1pq #westcdnag #harvest15";;;#tbt #westcdnag #harvest15;"629310480935317505";https://twitter.com/realloudlyndsey/status/629310480935317505
