username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
LandscapeTexas;2015-11-28 23:10;1;1;"Help protect the Texas palm industry! Familiarize yourself with the signs & symptoms of Fusarium wilt disease! http:// ow.ly/UZyNf";;;;"670726497334898689";https://twitter.com/LandscapeTexas/status/670726497334898689
NewBaro;2015-11-28 17:55;1;0;"Identification of pathogenicity-related genes in Fusarium oxysporum f. sp. cepae http:// onlinelibrary.wiley.com/doi/10.1111/mp p.12346/abstract …";;;;"670647287438266368";https://twitter.com/NewBaro/status/670647287438266368
jotaro0000;2015-11-28 17:03;0;1;"@Fusarium _ まんまんまんまんマン太郎";;@Fusarium;;"670634157811208196";https://twitter.com/jotaro0000/status/670634157811208196
PLoS_Markov;2015-11-28 16:36;0;0;"Assessment of the cereal infecting fungus Fusarium graminearum.";;;;"670627335662665729";https://twitter.com/PLoS_Markov/status/670627335662665729
researchbible;2015-11-28 13:54;0;0;"Management of fusarium wilt of chickpea (Cicer arietinum L.) with Trichoderma viride, neem cake and… http:// dlvr.it/CsRlXJ ReseachBib";;;;"670586523650142208";https://twitter.com/researchbible/status/670586523650142208
researchbib;2015-11-28 13:54;0;0;"Management of fusarium wilt of chickpea (Cicer arietinum L.) with Trichoderma viride, neem cake and… http:// dlvr.it/CsRjMp ReseachBib";;;;"670586492327063552";https://twitter.com/researchbib/status/670586492327063552
judoclubmestre;2015-11-28 11:02;0;0;"RT PetJets Fungal Toxicosis Related to Fusarium Fungus in Dogs #pets http://www. petmd.com/dog/conditions /digestive/c_dg_mycotoxicosis_deoxynivalenol …";;;#pets;"670543209504854016";https://twitter.com/judoclubmestre/status/670543209504854016
PetJets;2015-11-28 11:00;0;0;"Fungal Toxicosis Related to Fusarium Fungus in Dogs #pets http://www. petmd.com/dog/conditions /digestive/c_dg_mycotoxicosis_deoxynivalenol …";;;#pets;"670542768175890432";https://twitter.com/PetJets/status/670542768175890432
tasuki_rose;2015-11-28 04:32;0;0;"@leekwkm 以上のことから、真菌類 Fusarium oxysporumは、性欲を感じるのと同じ経路で根の分泌液に含まれるペルオキシダーゼを感知することで、根の方向へ菌糸を伸ばしていると推測される。";;@leekwkm;;"670445145121234944";https://twitter.com/tasuki_rose/status/670445145121234944
tasuki_rose;2015-11-28 04:27;0;0;"@leekwkm ①植物の根に感染する菌類Fusarium oxysporumの胞子は、菌糸を植物の根の方向に伸ばすことが知られていた。 ②研究者は「根の何を感じ菌糸を伸ばすか」に興味を持ち、トマトの根の分泌液で実験したところ、菌糸をその方向へ伸ばすことを確認。";;@leekwkm;;"670443991771586560";https://twitter.com/tasuki_rose/status/670443991771586560
tasuki_rose;2015-11-27 22:29;0;1;"植物の根っこに感染する菌類の一種 Fusarium oxysporumは、植物の分泌する物質を性フェロモンだと誤解して、えっちな気分になってそっちの方向に引き寄せられるってワケね";;;;"670353753724346368";https://twitter.com/tasuki_rose/status/670353753724346368
ErnestoQA;2015-11-27 16:39;0;0;"Cytotoxic activity and induction of inflammatory mediators of methanol:chloroform extract of Fusarium moniliforme http:// elsurl.com/rfnDlzZv";;;;"670265687055667200";https://twitter.com/ErnestoQA/status/670265687055667200
yakugaku56;2015-11-27 14:08;0;11;"【 Fusarium 属】 ふざけるな！ゼニガタのとっつぁんと不二子 ※ふざ： Fusarium 属 ゼ：ゼアラレノン ニ：二バレノール とっつ：T-2トキシン 不：フモニシン";;;;"670227722694586368";https://twitter.com/yakugaku56/status/670227722694586368
Prof_GD_Foster;2015-11-27 10:42;0;0;"Identification of pathogenicityrelated genes in Fusarium oxysporum f. sp. cepae http:// onlinelibrary.wiley.com/resolve/doi?DO I=10.1111%2Fmpp.12346#.Vlglc9Yfp2Y.twitter …";;;#;"670175803997597697";https://twitter.com/Prof_GD_Foster/status/670175803997597697
jacquet_chris;2015-11-27 08:37;0;0;"Comparative genomics of Fusarium oxysporum f. sp. melonis reveals the secreted protein recognized b... | @scoopit http:// sco.lt/4s9xIH";;@scoopit;;"670144316975747072";https://twitter.com/jacquet_chris/status/670144316975747072
wheat_papers;2015-11-26 21:16;0;0;"Genome-wide analysis of Fusarium graminearum field populations reveals hotspots of… http:// dlvr.it/CrhvFg pic.twitter.com/LVbHyTFmth";;;;"669972986615590912";https://twitter.com/wheat_papers/status/669972986615590912
Delmarplantdoc;2015-11-26 18:26;1;2;"Research on Endophytes for Suppressing Fusarium head blight | Field Crops Disease Management Blog @on_agfax http:// extension.udel.edu/fieldcropdisea se/2015/11/24/new-research-on-endophytes-for-suppressing-fusarium-head-blight/ …";;@on_agfax;;"669930281567182850";https://twitter.com/Delmarplantdoc/status/669930281567182850
FFieramosca;2015-11-26 16:52;0;0;"#micotossine #fusarium #foodsafety @Tecnalab https:// lnkd.in/dHnVGjM";;@Tecnalab;#micotossine #fusarium #foodsafety;"669906567597305857";https://twitter.com/FFieramosca/status/669906567597305857
M_G_Tuffen;2015-11-26 16:10;0;1;"Host range of Fusarium dieback and polyphagous shot hole borer https:// youtu.be/jID4VXzjalI via @YouTube";;@YouTube;;"669896093333893120";https://twitter.com/M_G_Tuffen/status/669896093333893120
researchbible;2015-11-26 13:13;0;0;"STMS based diversity analysis in chickpea (Cicer arietinum L.) for Fusarium wilt http:// dlvr.it/CrX0f6 ReseachBib";;;;"669851403221790721";https://twitter.com/researchbible/status/669851403221790721
researchbib;2015-11-26 13:13;0;0;"STMS based diversity analysis in chickpea (Cicer arietinum L.) for Fusarium wilt http:// dlvr.it/CrX1xN ReseachBib";;;;"669851382262857728";https://twitter.com/researchbib/status/669851382262857728
RAD_seq;2015-11-26 12:19;0;0;"Genome-wide analysis of Fusarium graminearum field populations reveals hotspots of recombination. http:// dlvr.it/CrVX9t";;;;"669837765538811904";https://twitter.com/RAD_seq/status/669837765538811904
olmojimenez;2015-11-26 12:13;0;0;"Portal Fruticola » Mal de Panamá: Un sólo clon del hongo Fusarium pone en jaque a la industria... http:// fb.me/6VvWqagpw";;;;"669836385440808961";https://twitter.com/olmojimenez/status/669836385440808961
theGRDC;2015-11-26 06:24;0;1;"Summer crop disease control - mment strategies for charcoal rot, fusarium stalk rot, powdery mildew & halo blight: http:// bit.ly/1ZtJbMI";;;;"669748416335900673";https://twitter.com/theGRDC/status/669748416335900673
Science_Alerts;2015-11-25 23:44;0;0;"#EurekaMag Isolation, purification and identification of 2,5-anhydro-D-glucitol as a phytotoxin from Fusarium solani http:// dlvr.it/CrGH04";;;#EurekaMag;"669647779879215104";https://twitter.com/Science_Alerts/status/669647779879215104
Sciencia;2015-11-25 23:44;0;0;"#EurekaMag Isolation, purification and identification of 2,5-anhydro-D-glucitol as a phytotoxin from Fusarium solani http:// dlvr.it/CrGGZZ";;;#EurekaMag;"669647778167963648";https://twitter.com/Sciencia/status/669647778167963648
hiasilrdne;2015-11-25 23:44;0;0;"#EurekaMag Isolation, purification and identification of 2,5-anhydro-D-glucitol as a phytotoxin from Fusarium solani http:// dlvr.it/CrGJtj";;;#EurekaMag;"669647777408774144";https://twitter.com/hiasilrdne/status/669647777408774144
getunakac;2015-11-25 23:44;0;0;"#EurekaMag Isolation, purification and identification of 2,5-anhydro-D-glucitol as a phytotoxin from Fusarium solani http:// dlvr.it/CrGJk1";;;#EurekaMag;"669647774351101952";https://twitter.com/getunakac/status/669647774351101952
Olericulture;2015-11-25 23:44;0;0;"#EurekaMag Isolation, purification and identification of 2,5-anhydro-D-glucitol as a phytotoxin from Fusarium solani http:// dlvr.it/CrGDcx";;;#EurekaMag;"669647773008986112";https://twitter.com/Olericulture/status/669647773008986112
Life_Sciences_;2015-11-25 23:44;0;0;"#EurekaMag Isolation, purification and identification of 2,5-anhydro-D-glucitol as a phytotoxin from Fusarium solani http:// dlvr.it/CrGHhn";;;#EurekaMag;"669647766075760640";https://twitter.com/Life_Sciences_/status/669647766075760640
EurekaMag;2015-11-25 21:59;243;0;"#EurekaMag Isolation, purification and identification of 2,5-anhydro-D-glucitol as a phytotoxin from Fusarium solani http:// dlvr.it/CrDq9M";;;#EurekaMag;"669621472302751744";https://twitter.com/EurekaMag/status/669621472302751744
TruGreenUK;2015-11-25 19:05;0;1;"Patches on your lawn? Perhaps it's Fusarium ! - Spotted recently by our team in #MiltonKeynes http:// ow.ly/V4qBz pic.twitter.com/ceqhG3UPM4";;;#MiltonKeynes;"669577627448012800";https://twitter.com/TruGreenUK/status/669577627448012800
RealKeffer;2015-11-25 18:31;0;0;"@D_vanderwielen Wilkin has made grade 2 2/3years here but it always has some fusarium , with low wheat price feed grade isn't as bad.";;@D_vanderwielen;;"669569213066006528";https://twitter.com/RealKeffer/status/669569213066006528
subinukta;2015-11-25 16:26;1;0;"Maelezo ya Wizara kuhusu ugonjwa wa pamba " Fusarium Wilt Disease" http:// ift.tt/1T3REks";;;;"669537697736839168";https://twitter.com/subinukta/status/669537697736839168
agfnl;2015-11-25 14:00;0;0;"Panama-ziekte bij banaan veroorzaakt door één kloon van de Fusarium schimmel http://www. agf.nl/artikel/133451 /Panama-ziekte-bij-banaan-veroorzaakt-door-%C3%A9%C3%A9n-kloon-van-de-Fusarium-schimmel … pic.twitter.com/jBB4f1fSRe";;;;"669500828466573316";https://twitter.com/agfnl/status/669500828466573316
INRAspe;2015-11-25 11:04;1;0;"Réseaux SPE : Fusatox, Contamination des #céréales par les #mycotoxines de #Fusarium spp. par L. Pinson-Gadais #INRA http:// www6.inra.fr/fusatox";;;#c #mycotoxines #Fusarium #INRA;"669456542790471681";https://twitter.com/INRAspe/status/669456542790471681
GrassSickness;2015-11-25 10:41;0;0;"Fusarium Study - Equine Grass Sickness Fund http://www. grasssickness.org.uk/research/fusar ium-study/#.VlWCUKELiR0.twitter …";;;#;"669450870078185472";https://twitter.com/GrassSickness/status/669450870078185472
Science_Alerts;2015-11-25 09:05;0;0;"#EurekaMag In vitro production of fusaric acid and its impact on growth and sporulation in Fusarium oxysporum f.… http:// dlvr.it/CqwK70";;;#EurekaMag;"669426787533905920";https://twitter.com/Science_Alerts/status/669426787533905920
Sciencia;2015-11-25 09:05;0;0;"#EurekaMag In vitro production of fusaric acid and its impact on growth and sporulation in Fusarium oxysporum f.… http:// dlvr.it/CqwHfW";;;#EurekaMag;"669426697876451328";https://twitter.com/Sciencia/status/669426697876451328
Olericulture;2015-11-25 09:05;0;0;"#EurekaMag In vitro production of fusaric acid and its impact on growth and sporulation in Fusarium oxysporum f.… http:// dlvr.it/CqwHpP";;;#EurekaMag;"669426695766712320";https://twitter.com/Olericulture/status/669426695766712320
getunakac;2015-11-25 09:05;0;0;"#EurekaMag In vitro production of fusaric acid and its impact on growth and sporulation in Fusarium oxysporum f.… http:// dlvr.it/CqwFfD";;;#EurekaMag;"669426694307119106";https://twitter.com/getunakac/status/669426694307119106
Life_Sciences_;2015-11-25 09:05;0;0;"#EurekaMag In vitro production of fusaric acid and its impact on growth and sporulation in Fusarium oxysporum f.… http:// dlvr.it/CqwK15";;;#EurekaMag;"669426690729377792";https://twitter.com/Life_Sciences_/status/669426690729377792
hiasilrdne;2015-11-25 09:05;0;0;"#EurekaMag In vitro production of fusaric acid and its impact on growth and sporulation in Fusarium oxysporum f.… http:// dlvr.it/CqwF6g";;;#EurekaMag;"669426688942579712";https://twitter.com/hiasilrdne/status/669426688942579712
cropresearchse1;2015-11-25 08:03;0;0;"Last day of the #Oats20 :20 conference today, looking forward to hearing about the effect of N on grain quality & fusarium impact.";;;#Oats20;"669411161826320384";https://twitter.com/cropresearchse1/status/669411161826320384
EurekaMag;2015-11-25 07:11;243;0;"#EurekaMag In vitro production of fusaric acid and its impact on growth and sporulation in Fusarium oxysporum f.… http:// dlvr.it/CqtlPY";;;#EurekaMag;"669397887353245699";https://twitter.com/EurekaMag/status/669397887353245699
rkkio1206;2015-11-24 23:57;0;0;"@Fusarium _ エビ⇔ザリガニっちゃう？";;@Fusarium;;"669288725411594240";https://twitter.com/rkkio1206/status/669288725411594240
dibella_carlos;2015-11-24 19:19;0;1;"Pronóstico de fusarium al 23-11-15 !! @intaargentina @intainforma pic.twitter.com/0JWWxqk3na";;@intaargentina @intainforma;;"669218675556278272";https://twitter.com/dibella_carlos/status/669218675556278272
FsAgbiotech;2015-11-24 17:51;0;0;"Spread of Panama disease in banana caused by one single clone of the Fusarium fungus http:// phy.so/367220705 via @physorg_com";;@physorg_com;;"669196547783917569";https://twitter.com/FsAgbiotech/status/669196547783917569
Agents_Rurals;2015-11-24 17:37;10;5;"El Tomicus piniperda podría ser vector dl fong Fusarium circinatum q causa xancre resinós http:// buff.ly/1leAxl9 pic.twitter.com/NxunaTua3e";;;;"669193011855818753";https://twitter.com/Agents_Rurals/status/669193011855818753
Engineeringnet;2015-11-24 17:08;0;0;"Panama-ziekte bij banaan veroorzaakt door 1 kloon van de Fusarium schimmel http:// bit.ly/1R4f2jm";;;;"669185789977165825";https://twitter.com/Engineeringnet/status/669185789977165825
Ingenieurstweet;2015-11-24 17:08;0;0;"Panama-ziekte bij banaan veroorzaakt door 1 kloon van de Fusarium schimmel http:// bit.ly/1R4f2jm";;;;"669185781697675264";https://twitter.com/Ingenieurstweet/status/669185781697675264
PeerJPreprints;2015-11-24 14:37;0;0;""The effect of agmatine on trichothecene type B & zearalenone prod'n in Fusarium graminearum, F. culmorum & F. poae" https:// peerj.com/preprints/1522/";;;;"669147735270948864";https://twitter.com/PeerJPreprints/status/669147735270948864
Prof_GD_Foster;2015-11-24 14:26;1;1;"Piriformospora indica reduces Fusarium head blight disease & mycotoxin in wheat in UK weather conditions http:// onlinelibrary.wiley.com/resolve/doi?DO I=10.1111%2Fppa.12483#.VlRlTpdRX3k.twitter …";;;#;"669145051445010432";https://twitter.com/Prof_GD_Foster/status/669145051445010432
sutto_simon;2015-11-24 13:21;0;0;"The worst fusarium hit I've experienced. Photo from 7th green at SuttonGC pic.twitter.com/caVUTwaLMP";;;;"669128604664651776";https://twitter.com/sutto_simon/status/669128604664651776
fransolorzano;2015-11-24 12:57;0;1;"Mal de Panamá: Un sólo clon del hongo Fusarium pone en jaque a la industria del banano. Vía @ElproductorEC http:// elproductor.com/2015/11/23/mal -de-panama-un-solo-clon-del-hongo-fusarium-pone-en-jaque-a-la-industria-del-banano/ …";;@ElproductorEC;;"669122773722275840";https://twitter.com/fransolorzano/status/669122773722275840
froutoneaportal;2015-11-24 11:58;0;0;". @UniWageningen Spread of #Panamadisease in #banana caused by #Fusarium fungus #freshproduce http:// bit.ly/1SZeppP pic.twitter.com/gJ10i5w0bD";;@UniWageningen;#Panamadisease #banana #Fusarium #freshproduce;"669107849734287360";https://twitter.com/froutoneaportal/status/669107849734287360
OfficialCitral;2015-11-24 11:33;0;0;"Blood-Brain Barrier Effects of the Fusarium Mycotoxins Deoxynivalenol, 3 Acetyldeoxynivalenol, and Moniliformin and Their Transfer to the B…";;;;"669101587273527296";https://twitter.com/OfficialCitral/status/669101587273527296
OfficialCitral;2015-11-24 10:51;0;0;"Blood-Brain Barrier Effects of the Fusarium Mycotoxins Deoxynivalenol, 3 Acetyldeoxynivalenol, and Moniliformin... http:// fb.me/7SHcom9K0";;;;"669091048522584064";https://twitter.com/OfficialCitral/status/669091048522584064
BSPPjournals;2015-11-24 10:03;3;0;"How does Fusarium oxysporum Fo47 protect against verticillium wilt of pepper? http:// onlinelibrary.wiley.com/enhanced/doi/1 0.1111/ppa.12477/ …";;;;"669078947188076544";https://twitter.com/BSPPjournals/status/669078947188076544
ManoloSanchezA;2015-11-24 09:30;0;0;"Cuando lo peor, empeora. Bananas y Fusarium oxysporum, un choque de clones http:// journals.plos.org/plospathogens/ article?id=10.1371/journal.ppat.1005197 …";;;;"669070479760707584";https://twitter.com/ManoloSanchezA/status/669070479760707584
nnonomi_333;2015-11-24 09:29;0;1;"@Fusarium _ せっかく会えるチャンスだから暇だったら来て笑";;@Fusarium;;"669070241947742209";https://twitter.com/nnonomi_333/status/669070241947742209
PeerJPreprints;2015-11-24 09:18;0;0;""effect of agmatine on trichothecene type B & zearalenone production in Fusarium graminearum, F. culmorum & F. poae" https:// peerj.com/preprints/1522/";;;;"669067440937041920";https://twitter.com/PeerJPreprints/status/669067440937041920
QAAFI;2015-11-24 06:48;1;0;"Panama spread - same clone of Fusarium fungus is infecting #Cavendish #bananas globally, according to a new report. http:// goo.gl/sLwbwT";;;#Cavendish #bananas;"669029877039804417";https://twitter.com/QAAFI/status/669029877039804417
dlPanamanews;2015-11-24 05:19;0;0;"Panama Disease TR4 caused by single clone, researchers find: The same clone of the Fusarium fungus is infectin... http:// binged.it/1IcyP92";;;;"669007460653359104";https://twitter.com/dlPanamanews/status/669007460653359104
SflJim;2015-11-24 02:21;0;0;"@cropdoc2 nope. If I grow wheat I spray for fusarium . No brainer in our climate. The decision based on timing, price, weather at planting.";;@cropdoc2;;"668962676958208000";https://twitter.com/SflJim/status/668962676958208000
nnonomi_333;2015-11-24 01:33;0;1;"@Fusarium _ それ目的だから笑 浅草までおいで笑";;@Fusarium;;"668950457113444352";https://twitter.com/nnonomi_333/status/668950457113444352
nnonomi_333;2015-11-24 00:13;0;1;"@Fusarium _ 浅草のジャパンパーカッションセンターまでくれば多分オッケー笑";;@Fusarium;;"668930517090234369";https://twitter.com/nnonomi_333/status/668930517090234369
nnonomi_333;2015-11-23 22:39;0;1;"@Fusarium _ 演奏会落ちちゃったとすると、年内は厳しいかなぁ…… 1月2回行くと思うんだけど、1回はパートの日帰り旅行だし、もう1回も別の友達と遊ぶかもしれなくて";;@Fusarium;;"668906839120048128";https://twitter.com/nnonomi_333/status/668906839120048128
ruminantia_it;2015-11-23 17:15;0;0;"News dal mondo della ricerca "Micotossine da Fusarium : effetti sulla funzione riproduttiva negli animali domestici" http://www. ruminantia.it/micotossine-da -fusarium-effetti-sulla-funzione-riproduttiva-negli-animali-domestici/ …";;;;"668825235379081216";https://twitter.com/ruminantia_it/status/668825235379081216
oya_boom;2015-11-23 17:04;0;1;"@Fusarium _ 鮭は鱒か鱈";;@Fusarium;;"668822396372058112";https://twitter.com/oya_boom/status/668822396372058112
oya_boom;2015-11-23 17:02;0;1;"@Fusarium _ 種としては近いけどどこか大きい違いがある気がするからかな。 クマは任せた";;@Fusarium;;"668821976476073985";https://twitter.com/oya_boom/status/668821976476073985
km_sturrson;2015-11-23 16:52;0;0;"@Fusarium _ とんかつとえびふらいのしっぽ";;@Fusarium;;"668819335557722114";https://twitter.com/km_sturrson/status/668819335557722114
km_sturrson;2015-11-23 16:51;0;0;"@Fusarium _ アホ丸出しやぁ...";;@Fusarium;;"668819107110760448";https://twitter.com/km_sturrson/status/668819107110760448
km_sturrson;2015-11-23 16:50;0;1;"@Fusarium _ stayをsteyにしてるのはわざとだよね...";;@Fusarium;;"668818789773869057";https://twitter.com/km_sturrson/status/668818789773869057
km_sturrson;2015-11-23 16:49;0;1;"@Fusarium _ そばとうどん らーめんとそーめん";;@Fusarium;;"668818558999113728";https://twitter.com/km_sturrson/status/668818558999113728
km_sturrson;2015-11-23 16:33;0;0;"@Fusarium _ 鮪 さーもん";;@Fusarium;;"668814627518590976";https://twitter.com/km_sturrson/status/668814627518590976
km_sturrson;2015-11-23 16:32;0;0;"@Fusarium _ フィッシュ";;@Fusarium;;"668814276639875072";https://twitter.com/km_sturrson/status/668814276639875072
km_sturrson;2015-11-23 16:31;0;0;"@Fusarium _ ビーフ ポーク チキン";;@Fusarium;;"668814223896547328";https://twitter.com/km_sturrson/status/668814223896547328
grassagrowgrow;2015-11-23 16:31;0;0;"Walking on frosty grass can cause the lawn disease fusarium . Watch for dead collapsed grass often in a horseshoe shape #welwynhatfieldtimes";;;#welwynhatfieldtimes;"668814008959545345";https://twitter.com/grassagrowgrow/status/668814008959545345
_visagro;2015-11-23 16:30;0;0;"Mal de Panamá: Un sólo clon del hongo Fusarium pone en jaque a la industria del banano http:// fb.me/QKDl84bf";;;;"668813847822602241";https://twitter.com/_visagro/status/668813847822602241
grassagrowgrow;2015-11-23 16:29;0;0;"Walking on frosty grass can cause the disease fusarium . Watch for dead collapsed grass often in a horseshoe shape. #hertsmercury #hoddesdon";;;#hertsmercury #hoddesdon;"668813729845374976";https://twitter.com/grassagrowgrow/status/668813729845374976
km_sturrson;2015-11-23 16:29;0;0;"@Fusarium _ ブタ ウシ";;@Fusarium;;"668813571669692417";https://twitter.com/km_sturrson/status/668813571669692417
oya_boom;2015-11-23 16:28;0;1;"@Fusarium _ あわチンパンジーだ、出てこんかった。 幻獣とかはキリないもんね パンダとヒグマ(たしかパンダもヒグマもシロクマも種的に近かったと思うけど)";;@Fusarium;;"668813390484107264";https://twitter.com/oya_boom/status/668813390484107264
oya_boom;2015-11-23 16:21;0;1;"@Fusarium _ ヒトとオラウータン、狐と狸、龍と虎、イルカとクジラ、熊猫と羆";;@Fusarium;;"668811504737632256";https://twitter.com/oya_boom/status/668811504737632256
Zavala_Ra;2015-11-23 15:30;0;0;"Mal de Panamá: Un sólo clon del hongo Fusarium pone en jaque a la industria del banano http:// bit.ly/1QDPBGa";;;;"668798765470343168";https://twitter.com/Zavala_Ra/status/668798765470343168
nnonomi_333;2015-11-23 14:45;0;1;"@Fusarium _ 3月止められてるのかぁつらみ なんとしてでも行くしかない…";;@Fusarium;;"668787535821168640";https://twitter.com/nnonomi_333/status/668787535821168640
kaoriH3PO4;2015-11-23 14:40;0;1;"@Fusarium _ すごいメルヘン笑";;@Fusarium;;"668786249423974400";https://twitter.com/kaoriH3PO4/status/668786249423974400
nnonomi_333;2015-11-23 14:39;0;1;"@Fusarium _ 来月の演奏会の当落がまだわからなくて…";;@Fusarium;;"668785834825375745";https://twitter.com/nnonomi_333/status/668785834825375745
kaoriH3PO4;2015-11-23 14:35;0;1;"@Fusarium _ 可愛いから腹立ち度少し抑えられてる。笑 裏は王冠にハートでなんとも女子が喜ぶ？つくりになっておりまーす pic.twitter.com/sQM4j92Gu1";;@Fusarium;;"668784887634116608";https://twitter.com/kaoriH3PO4/status/668784887634116608
nnonomi_333;2015-11-23 14:25;0;1;"@Fusarium _ 来月無理でも3月エダサコ来るならそこで会えるね";;@Fusarium;;"668782408787857408";https://twitter.com/nnonomi_333/status/668782408787857408
nnonomi_333;2015-11-23 14:19;0;0;"@Fusarium _ 悲しきかな";;@Fusarium;;"668780926604718080";https://twitter.com/nnonomi_333/status/668780926604718080
arasong1933;2015-11-23 14:09;0;1;"@Fusarium _ 大佐の黄金時代として保存しといた";;@Fusarium;;"668778504947765248";https://twitter.com/arasong1933/status/668778504947765248
arasong1933;2015-11-23 14:05;1;1;"@Fusarium _ うん、そのほうがいいかも、、、";;@Fusarium;;"668777487229300736";https://twitter.com/arasong1933/status/668777487229300736
arasong1933;2015-11-23 14:05;0;0;"@Fusarium _ めっさかわゆい";;@Fusarium;;"668777320124014592";https://twitter.com/arasong1933/status/668777320124014592
CutroneInfo;2015-11-23 13:28;0;0;"COMBATTE LA MUFFA E L'OIDIO,RADICESUBEROSI E FUSARIUM SIA FOGLIARE CHE RADICALE pic.twitter.com/L3vEJErI8H";;;;"668768160426942465";https://twitter.com/CutroneInfo/status/668768160426942465
agfnl;2015-11-23 13:00;0;1;"Panama-ziekte bij banaan veroorzaakt door één kloon van de Fusarium schimmel http://www. agf.nl/artikel/133451 /Panama-ziekte-bij-banaan-veroorzaakt-door-%C3%A9%C3%A9n-kloon-van-de-Fusarium-schimmel … pic.twitter.com/dMimFBLyU3";;;;"668760952058155009";https://twitter.com/agfnl/status/668760952058155009
fransolorzano;2015-11-23 12:55;0;3;"Mal de Panamá: Un sólo clon del hongo Fusarium pone en jaque a la industria del banano. Vía @PortalFruticola http://www. portalfruticola.com/noticias/2015/ 11/23/mal-de-panama-un-solo-clon-del-hongo-fusarium-pone-en-jaque-la-industria-del-banano/?pais=ecuador …";;@PortalFruticola;;"668759835702374400";https://twitter.com/fransolorzano/status/668759835702374400
MariaHolzinger;2015-11-23 12:39;2;0;"Paper: Spread of Panama disease in #banana caused by one single clone of the Fusarium fungus - via @WageningenUR https://www. wageningenur.nl/en/newsarticle /Spread-of-Panama-disease-in-banana-caused-by-one-single-clone-of-the-Fusarium-fungus.htm …";;@WageningenUR;#banana;"668755756641030144";https://twitter.com/MariaHolzinger/status/668755756641030144
bananaresearch;2015-11-23 12:33;3;1;"Paper WageningenUR Panama Disease: just one clone of Fusarium fungus is attacking bananas in countries across globe http://www. wageningenur.nl/en/newsarticle /Spread-of-Panama-disease-in-banana-caused-by-one-single-clone-of-the-Fusarium-fungus.htm …";;;;"668754200650784768";https://twitter.com/bananaresearch/status/668754200650784768
grassagrowgrow;2015-11-23 11:56;0;0;"Walking on frosty grass can cause the lawn disease fusarium . Watch for dead collapsed grass often in a horseshoe shape #broxbourne #hatfield";;;#broxbourne #hatfield;"668744865220530176";https://twitter.com/grassagrowgrow/status/668744865220530176
Bananas4All;2015-11-23 11:55;1;0;"TR4 Fusarium fungus is infecting Cavendish #banana in several countries across the globe http:// bit.ly/1kKBQZx pic.twitter.com/olxq8v29Kp";;;#banana;"668744685372973057";https://twitter.com/Bananas4All/status/668744685372973057
grassagrowgrow;2015-11-23 11:52;0;0;"Walking on frosty grass can cause the lawn disease fusarium . Watch for dead collapsed grass often in a horseshoe shape. #cuffley #cheshunt";;;#cuffley #cheshunt;"668744028490498048";https://twitter.com/grassagrowgrow/status/668744028490498048
iagronomia;2015-11-23 11:43;1;0;"Mal de Panamá: Un sólo clon del hongo Fusarium pone en jaque a la industria del banano http:// dlvr.it/Cq21gj";;;;"668741668644884481";https://twitter.com/iagronomia/status/668741668644884481
